Depth (m),Density (g/cc),DTCO (us/ft),DTSM (us/ft),Vp(0) (m/s),Vs(0) (m/s),v_iso_d,E_iso_d (Mpsi),Ev_d (Mpsi),Eh_d (Mpsi),vv_d,vh_d,Porosity,C11,C12,C13,C33,C44,Min Stress,Max Stress
3874.63,2.34,79.34,139.09,3841.81,2191.33,0.26,4.1,4.12,6.04,0.21,0.25,0.08276,7.306488955,2.46494401,2.082675386,5.006290398,1.628766714,8087.075731,9993.879373
3874.75,2.31,80.87,143.26,3768.83,2127.58,0.27,3.84,3.87,5.75,0.22,0.25,0.076152,7.030823272,2.434633199,2.061502478,4.764331172,1.518303314,8219.46613,10126.33129
3874.88,2.31,81.87,147.41,3722.86,2067.72,0.28,3.65,3.69,5.54,0.23,0.26,0.05164,6.894761101,2.484387227,2.113139016,4.638751388,1.430974109,8400.66946,10307.59613
3875,2.32,82.37,149.73,3700.36,2035.7,0.28,3.58,3.62,5.47,0.23,0.26,0.032956002,6.880453029,2.534681637,2.160851045,4.612657062,1.396015381,8503.277526,10410.26571
3875.13,2.34,82.32,150.05,3702.79,2031.29,0.28,3.6,3.64,5.5,0.23,0.26,0.027142,6.940204476,2.573617182,2.196235828,4.654511289,1.400746496,8530.400843,10437.45055
3875.25,2.35,81.47,148.5,3741.18,2052.53,0.28,3.69,3.73,5.6,0.23,0.26,0.024549999,7.066202384,2.622311871,2.241300482,4.767789987,1.435088251,8516.744081,10423.8553
3875.38,2.36,80.22,145.68,3799.39,2092.25,0.28,3.84,3.89,5.77,0.23,0.26,0.026030002,7.253406061,2.672288637,2.28639977,4.938234471,1.49751624,8460.836792,10368.00953
3875.5,2.36,79.26,143,3845.65,2131.41,0.28,3.98,4.03,5.93,0.23,0.26,0.029958,7.398285535,2.687041353,2.297682081,5.072095825,1.5580597,8381.935785,10289.17004
3875.63,2.36,78.34,140.98,3890.74,2161.99,0.28,4.09,4.13,6.04,0.23,0.26,0.035294001,7.509842881,2.713181262,2.321270211,5.182963612,1.600374521,8341.49651,10248.79228
3875.75,2.37,76.94,139.39,3961.37,2186.66,0.28,4.21,4.26,6.17,0.23,0.26,0.040974002,7.729099129,2.841972877,2.442544034,5.388775387,1.641961727,8384.541489,10291.89877
3875.88,2.39,75.32,139.2,4046.85,2189.6,0.29,4.3,4.38,6.28,0.24,0.27,0.045910001,8.048368529,3.1045597,2.692306532,5.678501275,1.662368364,8550.048782,10457.46758
3876,2.43,74.04,139.67,4116.92,2182.32,0.3,4.39,4.5,6.4,0.25,0.28,0.076493998,8.406665543,3.392984618,2.964965865,5.987489256,1.682432976,8717.25576,10624.73608
3876.13,2.47,73.55,139.36,4144.15,2187.17,0.31,4.48,4.6,6.53,0.25,0.28,0.085316,8.616695111,3.511142794,3.073842103,6.159154405,1.715589842,8748.239817,10655.78165
3876.25,2.48,73.95,139.57,4121.83,2183.78,0.3,4.48,4.59,6.54,0.25,0.28,0.088127995,8.583796382,3.468612807,3.031860271,6.117624669,1.717195174,8720.993845,10628.59719
3876.38,2.47,74.77,140.74,4076.51,2165.76,0.3,4.39,4.49,6.44,0.25,0.28,0.092051992,8.423248011,3.380707218,2.949260393,5.966968852,1.684218345,8710.737745,10618.40261
3876.5,2.42,75.83,141.5,4019.55,2154.1,0.3,4.23,4.32,6.23,0.25,0.27,0.095579996,8.066677946,3.174906919,2.758805137,5.670110637,1.628423956,8649.911924,10557.6383
3876.63,2.38,77.07,141.91,3955.07,2147.8,0.29,4.11,4.17,6.07,0.24,0.27,0.096435995,7.74074799,2.955314661,2.553196686,5.392075574,1.590142378,8546.840798,10454.62869
3876.75,2.36,78.32,142.31,3891.62,2141.86,0.28,4.02,4.07,5.97,0.23,0.26,0.096230001,7.499527341,2.772473475,2.380149306,5.176505854,1.56804854,8438.474244,10346.32365
3876.88,2.36,79.27,142.57,3845.14,2137.86,0.28,3.99,4.03,5.94,0.23,0.26,0.095142002,7.384360163,2.661486398,2.273184499,5.062161386,1.564841629,8353.606425,10261.51735
3877,2.39,79.39,142.97,3839.24,2131.91,0.28,4.02,4.06,5.99,0.23,0.26,0.094433994,7.449393342,2.692775348,2.300502917,5.102249738,1.573294167,8368.345601,10276.31804
3877.13,2.42,78.74,142.11,3871.05,2144.82,0.28,4.13,4.17,6.12,0.23,0.26,0.096450005,7.641912161,2.779210571,2.378777954,5.258886495,1.614426372,8380.14428,10288.17824
3877.25,2.44,77.13,138.28,3952.02,2204.16,0.27,4.39,4.44,6.42,0.23,0.26,0.102674007,7.953442246,2.851117717,2.440310206,5.537828728,1.722622112,8287.906466,10196.00194
3877.38,2.47,74.13,132.91,4111.71,2293.2,0.27,4.8,4.86,6.86,0.23,0.26,0.111141996,8.501482838,3.057595051,2.627463699,6.050836336,1.882140114,8237.211217,10145.36821
3877.5,2.49,70.95,127.3,4295.95,2394.32,0.27,5.28,5.36,7.38,0.23,0.26,0.120213995,9.145065096,3.30627873,2.851650619,6.664146543,2.070093611,8187.370833,10095.58934
3877.63,2.51,68.62,121.38,4442.07,2511.16,0.27,5.8,5.89,7.93,0.22,0.26,0.128719997,9.673911575,3.379064507,2.900185155,7.173851229,2.292610071,8000.289436,9908.569456
3877.75,2.5,66.55,117.1,4580.31,2602.82,0.26,6.21,6.31,8.34,0.22,0.26,0.135959997,10.11766935,3.491640778,2.991290486,7.621208994,2.461073517,7907.209552,9815.551088
3877.88,2.49,64.39,115.32,4733.48,2643,0.27,6.43,6.58,8.56,0.23,0.27,0.138232002,10.58326708,3.836897582,3.320226785,8.103705903,2.526484618,8043.966518,9952.369569
3878,2.46,63.11,114.19,4829.73,2669.25,0.28,6.52,6.68,8.61,0.24,0.27,0.138386002,10.77453664,4.014736836,3.492821352,8.331700485,2.544871282,8119.556129,10028.0207
3878.13,2.45,63.03,113.67,4835.67,2681.35,0.28,6.52,6.68,8.6,0.23,0.27,0.137329998,10.72448769,3.963803902,3.443169892,8.297943904,2.551310003,8085.905897,9994.431979
3878.25,2.45,63.65,113.29,4788.9,2690.33,0.27,6.53,6.67,8.61,0.23,0.27,0.135250006,10.576488,3.776882728,3.25853366,8.144850445,2.570535589,7968.294635,9876.882234
3878.38,2.46,64.28,112.16,4741.66,2717.58,0.26,6.62,6.73,8.72,0.22,0.26,0.131610003,10.47042332,3.535216832,3.01423063,8.024118633,2.635719832,7774.915974,9683.565088
3878.5,2.49,64.68,112,4712.26,2721.51,0.25,6.68,6.78,8.81,0.21,0.25,0.126426001,10.49076456,3.461613508,2.936543712,8.015095654,2.673447796,7701.680969,9610.391599
3878.63,2.51,64.86,113.54,4699.51,2684.5,0.26,6.61,6.72,8.76,0.22,0.26,0.122207994,10.55725893,3.596596421,3.072888771,8.055103645,2.628409607,7821.692599,9730.464745
3878.75,2.52,64.66,115.33,4713.66,2642.95,0.27,6.48,6.61,8.62,0.23,0.27,0.116632004,10.61358876,3.805153311,3.285489934,8.110128197,2.549704142,8009.252445,9918.086106
3878.88,2.51,63.98,116.19,4764.36,2623.25,0.28,6.43,6.59,8.57,0.24,0.27,0.109628,10.76477714,4.043887665,3.523112843,8.269051375,2.506848097,8175.612771,10084.50795
3879,2.51,63.15,117.39,4826.99,2596.55,0.3,6.38,6.58,8.51,0.25,0.28,0.103380003,10.99265011,4.363524243,3.839365407,8.498023281,2.459014177,8379.917178,10288.87387
3879.13,2.53,62.62,119.45,4867.4,2551.64,0.31,6.25,6.49,8.39,0.26,0.29,0.097356005,11.18122421,4.690020109,4.163933846,8.678719855,2.38506812,8602.126119,10511.14433
3879.25,2.54,62.25,120.71,4896.21,2525.11,0.32,6.2,6.47,8.35,0.27,0.3,0.091829996,11.34894781,4.917349633,4.387413026,8.833945624,2.349613158,8736.144093,10645.22382
3879.38,2.56,61.56,120.23,4951.06,2535.17,0.32,6.3,6.59,8.47,0.27,0.3,0.089334002,11.61118944,5.104268412,4.565395408,9.086307981,2.382347775,8782.367592,10691.50883
3879.5,2.56,60.57,119.63,5032.45,2547.87,0.33,6.41,6.73,8.59,0.28,0.31,0.089144001,11.93658303,5.364374885,4.815636611,9.413247865,2.412873949,8855.071024,10764.27378
3879.63,2.57,59.87,119.17,5091,2557.59,0.33,6.49,6.84,8.68,0.28,0.31,0.087279997,12.18321229,5.556516279,5.000263942,9.659874688,2.437961573,8903.34446,10812.60873
3879.75,2.58,59.86,118.45,5092.07,2573.28,0.33,6.59,6.93,8.78,0.28,0.31,0.084415998,12.23931206,5.524809114,4.964818827,9.705302301,2.478531185,8855.456,10764.78179
3879.88,2.57,60.16,117.76,5066.3,2588.37,0.32,6.62,6.94,8.81,0.28,0.3,0.059604001,12.1068154,5.355897188,4.798621803,9.577539782,2.499909876,8772.245227,10681.63253
3880,2.58,60.66,117.55,5024.48,2592.92,0.32,6.64,6.94,8.83,0.27,0.3,0.041724,11.99595754,5.204048007,4.648156902,9.453016886,2.517486326,8698.637311,10608.08613
3880.13,2.56,61.73,117.46,4937.26,2594.95,0.31,6.54,6.8,8.71,0.26,0.29,0.038940001,11.56644322,4.832650006,4.289804829,9.039267778,2.497002385,8563.006028,10472.51636
3880.25,2.52,63.25,116.93,4818.87,2606.73,0.29,6.43,6.63,8.58,0.25,0.28,0.038699999,11.00393295,4.312979626,3.786622844,8.499803205,2.487204351,8332.653633,10242.22548
3880.38,2.48,64.83,117.2,4701.37,2600.76,0.28,6.24,6.39,8.35,0.24,0.27,0.042684002,10.44170046,3.873568946,3.366325173,7.968495542,2.438521493,8150.175501,10059.80887
3880.5,2.44,66.88,119.44,4557.67,2551.98,0.27,5.86,5.97,7.93,0.23,0.27,0.046668,9.778320481,3.509572675,3.02960913,7.347166924,2.303497582,8070.300055,9979.994937
3880.63,2.44,69.14,122.61,4408.22,2485.84,0.27,5.54,5.62,7.6,0.22,0.26,0.0498,9.301500949,3.268857064,2.808194202,6.870425583,2.184752456,8041.893597,9951.649995
3880.75,2.44,70.59,125.31,4317.83,2432.36,0.27,5.32,5.39,7.39,0.22,0.26,0.051547999,9.050803177,3.184574729,2.734230785,6.613172484,2.098618554,8079.557605,9989.375518
3880.88,2.46,71.29,126.89,4275.73,2402.02,0.27,5.22,5.29,7.3,0.23,0.26,0.051700001,8.965107084,3.174930954,2.727860231,6.516691827,2.056641335,8120.619169,10030.4986
3881,2.47,71.8,127.34,4245.03,2393.67,0.27,5.19,5.26,7.27,0.22,0.26,0.05026,8.903292108,3.120712997,2.675362812,6.446977658,2.049844274,8092.192573,10002.13352
3881.13,2.47,71.52,126.86,4261.62,2402.72,0.27,5.25,5.32,7.34,0.22,0.26,0.048927999,8.987032921,3.151998182,2.703021869,6.521152612,2.07292271,8088.655322,9998.657782
3881.25,2.5,70.42,126.1,4328.01,2417.12,0.27,5.39,5.47,7.5,0.23,0.26,0.04816,9.271719496,3.33674807,2.876729185,6.783002219,2.115633574,8165.136672,10075.20065
3881.38,2.51,69.45,126.04,4388.88,2418.2,0.28,5.45,5.55,7.56,0.24,0.27,0.048269997,9.499020228,3.538820773,3.07099737,7.000293741,2.12517081,8281.12364,10191.24913
3881.5,2.52,68.55,126.52,4446.57,2409.07,0.29,5.48,5.61,7.6,0.24,0.28,0.049429998,9.734854088,3.776029783,3.300276451,7.222818185,2.120097879,8426.005971,10336.19298
3881.63,2.53,67.2,126.91,4535.9,2401.76,0.31,5.52,5.69,7.65,0.26,0.29,0.050558,10.06710146,4.110523746,3.623978496,7.545798871,2.115615568,8611.460394,10521.70892
3881.75,2.54,65.65,127.05,4642.46,2399.08,0.32,5.59,5.8,7.72,0.27,0.29,0.051476002,10.46421691,4.493594946,3.994304179,7.93577255,2.11924779,8794.735598,10705.04564
3881.88,2.55,65.01,127.46,4688.27,2391.4,0.32,5.6,5.84,7.74,0.27,0.3,0.052347999,10.65737785,4.692916318,4.18732193,8.121854133,2.113169702,8892.083234,10802.45479
3882,2.52,65.93,128.77,4623.15,2367.07,0.32,5.43,5.65,7.55,0.27,0.3,0.052733998,10.34165193,4.516448829,4.02229583,7.826485714,2.05169888,8879.448126,10789.8812
3882.13,2.48,68.13,131.31,4474,2321.23,0.32,5.1,5.28,7.17,0.26,0.29,0.051589999,9.664207452,4.103754515,3.634033125,7.193130564,1.93625648,8810.50186,10720.99645
3882.25,2.41,70.97,135.09,4294.79,2256.3,0.31,4.67,4.81,6.68,0.26,0.28,0.049917998,8.869646205,3.660554953,3.219952778,6.462519782,1.783658861,8755.568771,10666.12487
3882.38,2.37,73.49,138.93,4147.61,2193.87,0.31,4.33,4.44,6.29,0.25,0.28,0.048894,8.278173789,3.358303083,2.938650255,5.919862,1.656289053,8741.208542,10651.82616
3882.5,2.36,75.09,141.75,4058.87,2150.23,0.3,4.13,4.23,6.07,0.25,0.28,0.049033999,7.971390671,3.216820737,2.806931462,5.633405551,1.580991482,8756.252533,10666.93167
3882.63,2.35,76.05,143.4,4007.82,2125.58,0.3,4.02,4.12,5.96,0.25,0.28,0.050552001,7.813543421,3.141897158,2.736615278,5.483263316,1.542324431,8763.039361,10673.78001
3882.75,2.37,76.45,143.11,3987.07,2129.81,0.3,4.05,4.13,5.99,0.25,0.27,0.05336,7.794802076,3.086436208,2.681634204,5.454296578,1.5563796,8704.357303,10615.15947
3882.88,2.39,75.71,140.91,4025.66,2163.04,0.3,4.2,4.29,6.17,0.24,0.27,0.081168003,7.977447507,3.122658746,2.711900975,5.612118048,1.620251751,8637.709398,10548.57308
3883,2.4,73.97,138.32,4120.5,2203.52,0.3,4.4,4.5,6.4,0.25,0.28,0.084532003,8.310127117,3.293365453,2.871399819,5.921536722,1.693431418,8651.364885,10562.29008
3883.13,2.42,72.65,135.91,4195.25,2242.61,0.3,4.59,4.7,6.6,0.25,0.28,0.078968,8.580526735,3.409228701,2.978209749,6.174086705,1.764262982,8631.520304,10542.50702
3883.25,2.43,72.4,133.44,4210.02,2284.18,0.29,4.75,4.85,6.79,0.24,0.27,0.071803999,8.674683886,3.33769742,2.903457966,6.253648077,1.840877977,8488.211929,10399.26016
3883.38,2.44,71.62,130.47,4255.86,2336.22,0.28,4.97,5.06,7.02,0.24,0.27,0.062179999,8.853267839,3.318978076,2.878064515,6.41946974,1.934422273,8361.893589,10273.00333
3883.5,2.45,70.18,127.14,4343.19,2397.43,0.28,5.24,5.33,7.3,0.23,0.27,0.053955998,9.155417977,3.392759359,2.940103178,6.710256096,2.044626808,8281.332689,10192.50395
3883.63,2.46,68.78,123.39,4431.42,2470.3,0.27,5.55,5.65,7.63,0.23,0.27,0.049086003,9.462582362,3.427753151,2.961554898,7.008437442,2.177879897,8157.919543,10069.15232
3883.75,2.49,67.5,119.57,4515.31,2549.24,0.27,5.95,6.04,8.07,0.22,0.26,0.046426001,9.852689909,3.457642468,2.971437723,7.367996339,2.348523336,8005.131747,9916.426038
3883.88,2.54,66.2,117.07,4604.41,2603.67,0.27,6.31,6.42,8.47,0.22,0.26,0.046789999,10.32775973,3.613858129,3.104800651,7.800050157,2.49415132,7963.783826,9875.139633
3884,2.56,64.45,115.64,4729.43,2635.81,0.27,6.57,6.72,8.75,0.23,0.27,0.052950001,10.84095773,3.948951735,3.420297755,8.297522973,2.577266659,8076.439218,9987.85654
3884.13,2.53,62.48,114.63,4878.09,2659.08,0.29,6.7,6.9,8.86,0.24,0.28,0.058853998,11.25851419,4.339909746,3.799800513,8.747948335,2.599380957,8252.609154,10164.08799
3884.25,2.48,61.34,114.08,4969.12,2671.9,0.3,6.67,6.9,8.79,0.25,0.29,0.067751999,11.35594351,4.523033572,3.983933575,8.901952038,2.573749833,8357.435362,10268.97572
3884.38,2.45,61.06,113.88,4991.76,2676.39,0.3,6.62,6.86,8.71,0.25,0.29,0.064127998,11.29238193,4.528036353,3.993196157,8.871211999,2.550191401,8378.306495,10289.90837
3884.5,2.45,61.06,113.75,4991.91,2679.62,0.3,6.62,6.85,8.7,0.25,0.29,0.052296,11.26067995,4.503645115,3.969905617,8.846431028,2.549063348,8367.684009,10279.3474
3884.63,2.46,61.13,113.44,4985.82,2686.86,0.3,6.66,6.89,8.75,0.25,0.29,0.056399999,11.28103447,4.472144195,3.936004006,8.857301706,2.572294742,8333.189447,10244.91435
3884.75,2.47,61.24,112.99,4977.52,2697.7,0.29,6.74,6.96,8.84,0.25,0.28,0.060576,11.31196858,4.426346044,3.886593685,8.87459111,2.606808772,8282.374928,10194.16135
3884.88,2.46,61.19,112.61,4981.04,2706.7,0.29,6.76,6.98,8.86,0.25,0.28,0.064907999,11.30583973,4.397525155,3.857097602,8.872755456,2.61998576,8256.9638,10168.81173
3885,2.45,60.93,112.08,5002.44,2719.44,0.29,6.79,7.01,8.88,0.25,0.28,0.066212001,11.32931786,4.404006175,3.862406631,8.909222383,2.632905962,8247.831958,10159.74141
3885.13,2.44,60.76,111.34,5016.17,2737.65,0.29,6.85,7.06,8.93,0.24,0.28,0.062774,11.33514636,4.36685225,3.823416664,8.925332912,2.658492413,8207.193006,10119.16397
3885.25,2.44,61.32,111.2,4970.9,2741.13,0.28,6.81,7.01,8.89,0.24,0.28,0.054349999,11.15182346,4.187563352,3.648578221,8.743427104,2.658709575,8119.433929,10031.46641
3885.38,2.43,62.12,111.31,4906.8,2738.33,0.27,6.75,6.92,8.82,0.23,0.27,0.042702003,10.91559524,3.973268738,3.440795885,8.505432077,2.648925658,8018.417605,9930.511601
3885.5,2.47,62.21,110.72,4899.91,2752.95,0.27,6.89,7.05,9,0.23,0.27,0.033478,11.04884294,3.950967119,3.409034539,8.603458138,2.715786421,7952.750901,9864.906413
3885.63,2.48,61.28,109.78,4973.69,2776.34,0.27,7.08,7.26,9.2,0.23,0.27,0.030538001,11.37190776,4.14077767,3.585551101,8.918360644,2.77889996,7999.082439,9911.299466
3885.75,2.49,59.81,109.17,5095.9,2791.92,0.29,7.24,7.47,9.36,0.24,0.28,0.034045999,11.83073823,4.521633366,3.952540002,9.384601938,2.816961711,8151.287646,10063.56619
3885.88,2.49,58.76,108.88,5187.16,2799.32,0.29,7.32,7.59,9.44,0.25,0.29,0.040469999,12.14347698,4.814378851,4.237521184,9.712046417,2.828503686,8271.825193,10184.16525
3886,2.48,58.49,109.39,5211.01,2786.28,0.3,7.27,7.56,9.39,0.26,0.29,0.046742001,12.20999531,4.943317814,4.367795507,9.785796794,2.797700676,8351.712777,10264.11435
3886.13,2.5,59.04,111.17,5162.77,2741.73,0.3,7.1,7.38,9.22,0.26,0.29,0.052108002,12.09440857,4.965066062,4.397756329,9.65185427,2.722044447,8425.837841,10338.30093
3886.25,2.52,60.56,114.04,5032.68,2672.8,0.3,6.81,7.07,8.96,0.26,0.29,0.056844001,11.74636694,4.811010112,4.258529965,9.263438007,2.612808561,8458.480192,10371.0048
3886.38,2.52,63.08,117.38,4831.7,2596.62,0.3,6.39,6.6,8.53,0.25,0.28,0.060771999,11.03082846,4.388293694,3.862657952,8.531577984,2.464018952,8403.42182,10316.00794
3886.5,2.49,66.46,120.91,4586.34,2520.94,0.28,5.9,6.04,8.02,0.24,0.27,0.063260002,10.09713158,3.797108794,3.306065802,7.610792123,2.29944201,8257.87021,10170.51785
3886.63,2.46,70.04,124.35,4351.66,2451.16,0.27,5.44,5.52,7.53,0.22,0.26,0.066468,9.222950826,3.247929582,2.789974461,6.766660694,2.146874968,8082.730029,9995.439182
3886.75,2.45,73.2,127.81,4163.86,2384.8,0.26,5.08,5.12,7.15,0.21,0.25,0.095349998,8.606290202,2.886865176,2.452333574,6.167565372,2.023136458,7966.254607,9879.025276
3886.88,2.46,75.64,131.32,4029.81,2321.1,0.25,4.82,4.85,6.89,0.21,0.25,0.111961994,8.247068938,2.716235743,2.294690946,5.8051159,1.925879149,7947.999329,9860.831514
3887,2.47,76.37,133.61,3991.2,2281.27,0.26,4.69,4.71,6.75,0.21,0.25,0.108212004,8.146443939,2.740147356,2.322267329,5.703654027,1.863375322,8042.533754,9955.427455
3887.13,2.46,74.59,132.96,4086.13,2292.41,0.27,4.77,4.82,6.83,0.22,0.26,0.105860004,8.407706886,2.977468755,2.550853632,5.963677521,1.877040874,8206.282246,10119.23746
3887.25,2.45,71.7,129.82,4251.31,2347.89,0.28,5.01,5.1,7.07,0.23,0.27,0.1071,8.853853168,3.27122762,2.829903072,6.416233196,1.956995084,8312.3947,10225.41143
3887.38,2.43,69.66,126.69,4375.37,2405.79,0.28,5.25,5.35,7.3,0.24,0.27,0.107997999,9.187814181,3.438978728,2.986198706,6.760074996,2.043791875,8318.119228,10231.19748
3887.5,2.44,68.21,124,4468.5,2458.01,0.28,5.5,5.61,7.57,0.24,0.27,0.110137997,9.521952988,3.566753778,3.100553882,7.082777508,2.143126461,8286.755113,10199.89488
3887.63,2.46,66.72,122.13,4568.3,2495.69,0.29,5.72,5.85,7.8,0.24,0.28,0.113579998,9.888878346,3.771956062,3.291681521,7.439000337,2.22016639,8324.608203,10237.80948
3887.75,2.46,65.52,121.26,4651.98,2513.54,0.29,5.83,5.99,7.91,0.25,0.28,0.116859999,10.15731482,3.979611471,3.490457508,7.710908113,2.251127873,8405.731792,10318.99459
3887.88,2.44,65.13,121.14,4679.63,2516.05,0.3,5.8,5.98,7.87,0.25,0.28,0.118467999,10.16884432,4.030086553,3.541984633,7.742454921,2.238173005,8444.231493,10357.5558
3888,2.4,65.6,122.74,4646.33,2483.27,0.3,5.59,5.76,7.62,0.25,0.28,0.119362001,9.919991054,3.98038096,3.504168049,7.526174014,2.149815029,8509.046973,10422.4328
3888.13,2.37,66.75,126.14,4566.18,2416.4,0.31,5.24,5.4,7.23,0.26,0.29,0.118141994,9.520040238,3.894186352,3.435356537,7.159856943,2.005104144,8622.253636,10535.70098
3888.25,2.36,67.93,128.95,4486.98,2363.69,0.31,5,5.16,6.99,0.26,0.29,0.114594002,9.247496963,3.811854494,3.3629989,6.893212105,1.912906264,8686.61187,10600.12073
3888.38,2.36,68.58,130.02,4444.53,2344.23,0.31,4.93,5.08,6.91,0.26,0.28,0.109689999,9.129395806,3.750323065,3.305183026,6.771994072,1.883926306,8688.4437,10602.01407
3888.5,2.38,68.81,130.25,4429.52,2340.19,0.31,4.94,5.08,6.93,0.26,0.28,0.104809999,9.14136189,3.741350328,3.294885287,6.769028138,1.889359553,8678.331459,10591.96335
3888.63,2.4,68.86,130.36,4426.21,2338.1,0.31,4.97,5.12,6.98,0.26,0.28,0.101112003,9.20419569,3.767917905,3.318221416,6.812919829,1.901057468,8680.910405,10594.60381
3888.75,2.41,68.78,129.92,4431.8,2345.98,0.31,5.03,5.18,7.06,0.26,0.28,0.099144001,9.282966061,3.784257752,3.330971504,6.875708006,1.926664467,8660.576686,10574.33161
3888.88,2.42,68.44,129.02,4453.57,2362.39,0.3,5.11,5.26,7.14,0.25,0.28,0.099751997,9.373977701,3.80679152,3.350062247,6.960708371,1.958575306,8635.631752,10549.44819
3889,2.41,68.2,128.04,4469.05,2380.54,0.3,5.16,5.3,7.18,0.25,0.28,0.10408,9.383463299,3.778632273,3.321991541,6.980204005,1.980559275,8593.257614,10507.13557
3889.13,2.41,68.49,127.21,4450.41,2396.1,0.3,5.2,5.34,7.23,0.25,0.28,0.111639996,9.329271402,3.669797866,3.214452528,6.924978996,2.007377564,8500.258903,10414.19837
3889.25,2.42,69,126.5,4417.38,2409.42,0.29,5.25,5.36,7.29,0.24,0.27,0.119343996,9.257377643,3.534025934,3.080002144,6.845195851,2.036486233,8387.400122,10301.40111
3889.38,2.43,69.27,125.66,4399.99,2425.57,0.28,5.32,5.42,7.37,0.24,0.27,0.125139999,9.256756104,3.445020434,2.989448155,6.830736283,2.075825233,8289.85317,10203.91567
3889.5,2.44,69.02,125.35,4416.25,2431.54,0.28,5.37,5.48,7.44,0.24,0.27,0.127363997,9.349555986,3.49093489,3.031458915,6.912440928,2.095498891,8297.311173,10211.43519
3889.63,2.42,68.27,125.56,4464.34,2427.43,0.29,5.34,5.46,7.38,0.24,0.28,0.12474,9.407674936,3.620638248,3.161206176,6.994424595,2.067907344,8404.188413,10318.37394
3889.75,2.39,67.42,125.09,4520.99,2436.57,0.3,5.34,5.48,7.36,0.25,0.28,0.113451996,9.482830333,3.727088542,3.266830164,7.095958851,2.061117942,8471.386637,10385.63368
3889.88,2.38,67.04,124.71,4546.26,2444.14,0.3,5.34,5.48,7.34,0.25,0.28,0.097862005,9.490061456,3.752162308,3.292676426,7.121522683,2.058339477,8487.375251,10401.68381
3890,2.36,67.39,125.27,4523.26,2433.07,0.3,5.25,5.39,7.24,0.25,0.28,0.079658003,9.355088826,3.692826303,3.239030894,7.002159373,2.025986868,8489.399822,10403.7699
3890.13,2.35,67.76,125.56,4498.06,2427.49,0.29,5.2,5.33,7.18,0.25,0.28,0.062323999,9.238236602,3.61846021,3.169156473,6.895009339,2.008168199,8466.251986,10380.68358
3890.25,2.36,67.52,125.14,4514.06,2435.75,0.29,5.26,5.39,7.25,0.25,0.28,0.051139998,9.322789986,3.653994101,3.201150113,6.970745179,2.029591506,8463.310836,10377.80395
3890.38,2.35,66.79,125.03,4563.56,2437.91,0.3,5.27,5.42,7.25,0.25,0.28,0.048996,9.443573677,3.786812045,3.330801395,7.100288417,2.026303233,8542.158448,10456.71307
3890.5,2.35,66.09,125.36,4611.87,2431.4,0.31,5.28,5.45,7.26,0.26,0.29,0.053937998,9.601675224,3.9617459,3.501075756,7.257572708,2.017212169,8648.157056,10562.7732
3890.63,2.36,66.07,125.67,4613.13,2425.32,0.31,5.26,5.44,7.25,0.26,0.29,0.064558001,9.617868927,3.990943325,3.529762594,7.270812814,2.009701017,8672.824808,10587.50247
3890.75,2.36,66.9,125.69,4555.89,2425,0.3,5.25,5.41,7.25,0.25,0.28,0.077445998,9.475987064,3.828631729,3.37108794,7.118591692,2.016845141,8578.395938,10493.13511
3890.88,2.38,68.2,125.55,4469.27,2427.81,0.29,5.26,5.38,7.27,0.24,0.28,0.087189999,9.278971071,3.579186569,3.12629844,6.902648167,2.036908457,8414.46066,10329.26135
3891,2.41,69.44,125.64,4389.17,2425.95,0.28,5.26,5.36,7.3,0.23,0.27,0.092509995,9.132080812,3.376411755,2.926358957,6.730108389,2.055981984,8270.805365,10185.66757
