Depth (m),Density (g/cc),DTCO (us/ft),DTSM (us/ft),Vp(0) (m/s),Vs(0) (m/s),v_iso_d,E_iso_d (Mpsi),Ev_d (Mpsi),Eh_d (Mpsi),vv_d,vh_d,Porosity,C11,C12,C13,C33,C44,Min Stress,Max Stress
3857.13,2.42,69.16,127.3,4407.03,2394.36,0.29,5.19,5.31,7.23,0.24,0.27,0.108640003,9.229106695,3.554396382,3.101661097,6.815996654,2.011940763,8358.369278,10256.56072
3857.25,2.44,69.4,128.47,4391.83,2372.55,0.29,5.17,5.29,7.22,0.25,0.28,0.102936001,9.280717624,3.6192798,3.163709371,6.841809293,1.996684029,8416.605148,10314.8581
3857.38,2.45,69.97,130.78,4355.89,2330.68,0.3,5.03,5.15,7.08,0.25,0.28,0.073502002,9.202456933,3.661907764,3.208763536,6.755068116,1.933922501,8516.279023,10414.59349
3857.5,2.42,71.65,133.69,4253.96,2279.9,0.3,4.75,4.86,6.77,0.25,0.28,0.052178001,8.782272675,3.47466484,3.037043807,6.366473974,1.828706147,8532.492168,10430.86815
3857.63,2.33,74.6,137.64,4085.82,2214.52,0.29,4.28,4.36,6.21,0.24,0.27,0.047941999,7.942385491,3.054599849,2.650311243,5.633383142,1.654897709,8480.951565,10379.38906
3857.75,2.29,78.46,144.76,3885.01,2105.53,0.29,3.8,3.86,5.67,0.24,0.27,0.04691,7.255850631,2.777900906,2.395907182,5.003468873,1.469631632,8547.334505,10445.83352
3857.88,2.28,83.12,156.44,3667.01,1948.35,0.3,3.28,3.34,5.11,0.24,0.27,0.045366001,6.676231841,2.65045127,2.277626666,4.451860023,1.256751223,8805.960511,10704.52104
3858,2.28,87.34,167.68,3489.72,1817.73,0.31,2.87,2.94,4.67,0.25,0.27,0.044284,6.227063064,2.555927638,2.184622404,4.030012172,1.093411058,9046.567041,10945.18909
3858.13,2.26,90.65,176.91,3362.46,1722.9,0.32,2.58,2.65,4.33,0.25,0.27,0.043095999,5.867017891,2.470461409,2.099971886,3.710298349,0.974117878,9235.303588,11133.98715
3858.25,2.22,94.44,186.86,3227.36,1631.2,0.33,2.28,2.36,3.97,0.25,0.28,0.041846004,5.450335524,2.337708175,1.970636107,3.357677522,0.857742408,9400.579474,11299.32455
3858.38,2.17,99.25,196.86,3071.01,1548.27,0.33,2.01,2.09,3.63,0.25,0.27,0.04119,4.982071368,2.132141311,1.772892244,2.97045491,0.755013361,9479.254748,11378.06134
3858.5,2.13,104.05,204.45,2929.44,1490.82,0.33,1.82,1.9,3.4,0.24,0.27,0.043438001,4.599263672,1.925824459,1.575331115,2.655589338,0.687767975,9450.944236,11349.81235
3858.63,2.11,107.71,207.03,2829.71,1472.24,0.31,1.74,1.8,3.3,0.23,0.27,0.045968003,4.349144212,1.744426639,1.404349102,2.451136901,0.663494758,9291.339603,11190.26923
3858.75,2.1,109.17,202.9,2792.05,1502.19,0.3,1.78,1.83,3.34,0.22,0.26,0.048787999,4.258393574,1.599348178,1.2715657,2.377283817,0.688148929,8991.486604,10890.47775
3858.88,2.13,107.96,194.11,2823.31,1570.25,0.28,1.94,1.96,3.55,0.21,0.25,0.051436,4.371369211,1.53012159,1.209734867,2.459722077,0.760864496,8652.114674,10551.16733
3859,2.21,104.28,182.46,2922.85,1670.53,0.26,2.25,2.26,3.96,0.2,0.24,0.052979999,4.753428854,1.561617347,1.237553786,2.740336783,0.895150071,8335.222526,10234.3367
3859.13,2.34,98.25,168.6,3102.25,1807.83,0.24,2.76,2.75,4.62,0.19,0.23,0.052836003,5.452113183,1.706368749,1.366311725,3.272734278,1.111413773,8066.331696,9965.507385
3859.25,2.48,90.28,155.33,3376.07,1962.26,0.24,3.45,3.44,5.45,0.2,0.24,0.051882,6.462945954,2.049522149,1.679547633,4.097556198,1.384253437,8006.696825,9905.93403
3859.38,2.53,81.59,145.54,3735.97,2094.28,0.27,4.1,4.12,6.17,0.22,0.25,0.051429996,7.604931929,2.679230616,2.272244819,5.127106673,1.611141769,8269.582117,10168.88084
3859.5,2.52,74.99,139.39,4064.58,2186.69,0.3,4.53,4.63,6.62,0.24,0.27,0.051419997,8.543405657,3.338225483,2.901242502,6.042326907,1.748834099,8561.498378,10460.85861
3859.63,2.5,71.4,134.78,4268.62,2261.43,0.3,4.84,4.97,6.93,0.25,0.28,0.050419998,9.107017984,3.693048295,3.239563439,6.613995461,1.856333746,8637.912687,10537.33444
3859.75,2.48,69.28,130.52,4399.24,2335.19,0.3,5.11,5.25,7.19,0.25,0.28,0.051083999,9.425665997,3.817853975,3.355949913,6.954763622,1.959616181,8580.881033,10480.3643
3859.88,2.5,68.28,128.82,4464.16,2366.04,0.3,5.3,5.46,7.4,0.26,0.28,0.051129999,9.725978586,3.957456425,3.484108619,7.230922607,2.031219244,8575.595584,10475.14037
3860,2.51,69.07,129.28,4413.06,2357.58,0.3,5.26,5.4,7.37,0.25,0.28,0.050465999,9.588059439,3.832715567,3.363439271,7.086121801,2.022380087,8519.201934,10418.80823
3860.13,2.49,71.32,130.16,4273.67,2341.66,0.29,5.09,5.19,7.18,0.24,0.27,0.049296002,9.079091006,3.419714568,2.968411033,6.597857996,1.980831817,8324.230113,10223.89793
3860.25,2.45,73.53,131.17,4145.17,2323.76,0.27,4.89,4.95,6.95,0.23,0.26,0.048119998,8.560493351,3.040924356,2.609281296,6.119796363,1.923249992,8138.780539,10038.50987
3860.38,2.42,75.22,133.16,4052.06,2288.91,0.27,4.67,4.71,6.7,0.22,0.26,0.045344,8.181453712,2.844308114,2.42756362,5.776503621,1.843194208,8090.759001,9990.549848
3860.5,2.42,76.79,136.23,3969.14,2237.36,0.27,4.45,4.48,6.46,0.22,0.25,0.042058001,7.911379324,2.761269955,2.354154528,5.521928386,1.754557381,8138.999841,10038.8522
3860.63,2.4,77.83,138.98,3916.47,2193.1,0.27,4.27,4.31,6.26,0.22,0.26,0.039702001,7.722434078,2.738619932,2.337900488,5.349647807,1.677456554,8223.627224,10123.5411
3860.75,2.4,77.71,139.01,3922.15,2192.61,0.27,4.26,4.3,6.24,0.22,0.26,0.03908,7.715969035,2.748216436,2.348056158,5.349552192,1.671821333,8238.935959,10138.91135
3860.88,2.4,77.01,136.62,3957.83,2230.94,0.27,4.4,4.44,6.4,0.22,0.25,0.040359998,7.839831891,2.735826737,2.33178271,5.463236785,1.735842424,8143.618401,10043.65531
3861,2.43,76.46,134.12,3986.31,2272.62,0.26,4.59,4.61,6.62,0.22,0.25,0.044591999,8.006856658,2.712142577,2.301201424,5.602087601,1.820797029,8017.31656,9917.414986
3861.13,2.47,75.67,132.43,4027.94,2301.58,0.26,4.77,4.81,6.85,0.21,0.25,0.051865997,8.2615903,2.782966963,2.360875745,5.81383657,1.898242503,7980.508198,9880.668139
3861.25,2.5,73.5,131.79,4146.94,2312.83,0.27,4.94,5,7.03,0.23,0.26,0.075665998,8.712347744,3.135636953,2.696527223,6.229795446,1.937784304,8192.00135,10092.22281
3861.38,2.5,70.48,131.9,4324.56,2310.77,0.3,5.04,5.16,7.13,0.25,0.28,0.106812,9.275656793,3.699256311,3.24088938,6.783030665,1.936661748,8547.035501,10447.31847
3861.5,2.5,67.94,131.84,4486.12,2311.83,0.32,5.12,5.31,7.22,0.27,0.29,0.113459997,9.805010455,4.218308257,3.742280001,7.308065695,1.940762566,8817.888768,10718.23326
3861.63,2.51,65.99,130.26,4618.82,2339.87,0.33,5.29,5.53,7.4,0.28,0.3,0.118043995,10.26985892,4.571197094,4.080233025,7.768504003,1.993693285,8921.985817,10822.39182
3861.75,2.5,64.86,126.79,4699.02,2403.97,0.32,5.54,5.77,7.64,0.27,0.3,0.119969997,10.48421012,4.592945827,4.095994427,7.998951612,2.093520367,8818.3894,10718.85692
3861.88,2.46,65.18,122.58,4676.5,2486.48,0.3,5.75,5.94,7.84,0.26,0.29,0.119949999,10.26285815,4.166055956,3.675105975,7.81144615,2.208306893,8490.387796,10390.91683
3862,2.44,66.02,117.89,4616.94,2585.4,0.27,6.02,6.13,8.09,0.23,0.27,0.118343992,9.977351717,3.583624351,3.094682121,7.545697676,2.366162235,8014.259599,9914.85015
3862.13,2.45,66.57,114.05,4578.92,2672.56,0.24,6.3,6.37,8.4,0.2,0.25,0.115159998,9.890955552,3.154578186,2.656343827,7.449296528,2.53772261,7591.907612,9492.559679
3862.25,2.48,67.2,116.47,4535.65,2616.89,0.25,6.17,6.24,8.29,0.21,0.25,0.113000002,9.887069814,3.264685177,2.7708438,7.410643977,2.466881356,7728.808762,9629.522345
3862.38,2.52,68.01,124.96,4481.41,2439.23,0.29,5.61,5.74,7.73,0.24,0.28,0.111812,9.848388255,3.782542201,3.302084678,7.336449303,2.173504823,8330.564483,10231.33958
3862.5,2.5,68.76,133.95,4432.69,2275.46,0.32,4.97,5.15,7.06,0.27,0.29,0.111639996,9.632093039,4.168754928,3.697688757,7.135046384,1.880180973,8868.866054,10769.70267
3862.63,2.44,69.52,140.78,4384.66,2165.08,0.34,4.44,4.66,6.46,0.28,0.3,0.112346001,9.239382429,4.270340002,3.8107985,6.805541317,1.659344266,9198.472822,11099.37095
3862.75,2.38,70.66,143.54,4313.69,2123.44,0.34,4.18,4.38,6.15,0.28,0.3,0.113610001,8.812552414,4.085894102,3.641324645,6.435836163,1.559508489,9244.829107,11145.78875
3862.88,2.35,71.95,142.97,4236.1,2131.98,0.33,4.12,4.28,6.05,0.27,0.29,0.115858002,8.447518523,3.76844421,3.339874574,6.110064237,1.547676548,9093.767524,10994.78869
3863,2.34,72.94,141.32,4178.87,2156.77,0.32,4.16,4.29,6.09,0.26,0.29,0.118556004,8.245820874,3.511782208,3.092950942,5.920744597,1.577122197,8902.774688,10803.85737
3863.13,2.35,73.42,140.19,4151.57,2174.24,0.31,4.23,4.35,6.18,0.26,0.28,0.120900002,8.223285112,3.403298918,2.98557965,5.88365501,1.613758054,8784.968864,10686.11306
3863.25,2.37,73.15,138.56,4166.59,2199.84,0.31,4.34,4.45,6.3,0.25,0.28,0.122259998,8.308863197,3.38494107,2.964792247,5.956530178,1.66040338,8708.673778,10609.87949
3863.38,2.38,72.38,135.89,4210.97,2242.92,0.3,4.53,4.64,6.51,0.25,0.28,0.122180004,8.499141999,3.403831011,2.977597281,6.127840352,1.73848628,8615.577194,10516.84442
3863.5,2.39,71.23,133.4,4279.27,2284.93,0.3,4.71,4.83,6.71,0.25,0.28,0.120523996,8.74219309,3.488351313,3.053975051,6.357445661,1.812554258,8572.144427,10473.47317
3863.63,2.4,69.59,130.74,4379.8,2331.32,0.3,4.94,5.07,6.95,0.25,0.28,0.117625999,9.084369769,3.656848116,3.210707726,6.687493723,1.894776164,8570.278419,10471.66867
3863.75,2.41,68.19,128.01,4470.18,2381.03,0.3,5.17,5.31,7.2,0.25,0.28,0.114190006,9.39868296,3.785227331,3.32789729,6.992434958,1.983842259,8537.560235,10439.01201
3863.88,2.41,67.62,126.49,4507.4,2409.6,0.3,5.27,5.42,7.3,0.25,0.28,0.111536007,9.495627587,3.797704215,3.337002926,7.094632789,2.027524887,8493.828793,10395.34208
3864,2.41,67.44,125.76,4519.43,2423.62,0.3,5.33,5.48,7.37,0.25,0.28,0.111599998,9.549242609,3.794319828,3.331238573,7.144397105,2.054592332,8461.855757,10363.43056
3864.13,2.4,66.94,124.92,4553.15,2439.91,0.3,5.37,5.53,7.4,0.25,0.28,0.114568005,9.595632888,3.821377947,3.357351036,7.206275379,2.069348896,8459.126769,10360.76309
3864.25,2.38,66.03,123.82,4615.83,2461.6,0.3,5.46,5.62,7.47,0.25,0.28,0.118093996,9.748933894,3.927701101,3.458979662,7.372058636,2.096634435,8485.533249,10387.23108
3864.38,2.37,65.25,123.11,4671.03,2475.92,0.3,5.5,5.69,7.51,0.26,0.29,0.121493998,9.870301897,4.032274331,3.560325379,7.508284637,2.109546627,8525.181932,10426.94128
3864.5,2.35,64.97,123.2,4691.57,2473.98,0.31,5.44,5.63,7.43,0.26,0.29,0.124215994,9.822542089,4.057467143,3.58912382,7.48824743,2.082271562,8565.85783,10467.6787
3864.63,2.33,65.33,123.49,4665.62,2468.32,0.31,5.39,5.57,7.36,0.26,0.29,0.125839996,9.69527001,3.97614371,3.512609663,7.370885592,2.063018155,8544.420177,10446.30256
3864.75,2.33,66.17,122.89,4606.02,2480.28,0.3,5.38,5.53,7.35,0.25,0.28,0.124695997,9.473443831,3.736583434,3.279613731,7.156088254,2.075033246,8400.493469,10302.43737
3864.88,2.34,67.05,121.88,4546.02,2500.73,0.28,5.44,5.56,7.42,0.24,0.27,0.122645998,9.333490523,3.500849063,3.045906055,7.003841628,2.119365051,8215.863879,10117.86929
3865,2.36,67.75,121.3,4499.13,2512.8,0.27,5.5,5.6,7.5,0.23,0.27,0.120833998,9.269033134,3.345379835,2.88992528,6.918832375,2.158201838,8080.242884,9982.309813
3865.13,2.38,68.34,121.23,4459.92,2514.25,0.27,5.52,5.61,7.54,0.22,0.26,0.119949999,9.226836091,3.247913103,2.792026772,6.856473367,2.179035324,7997.71506,9899.843505
3865.25,2.4,68.52,121.47,4448.44,2509.28,0.27,5.56,5.65,7.6,0.22,0.26,0.120229998,9.299917578,3.267817681,2.807992679,6.90161093,2.196003603,7995.209692,9897.399653
3865.38,2.4,68.23,121.54,4467.49,2507.77,0.27,5.57,5.66,7.6,0.23,0.26,0.121029997,9.351340651,3.329484431,2.868412143,6.955059302,2.191543913,8039.399812,9941.651288
3865.5,2.41,68.13,121.15,4473.71,2515.95,0.27,5.61,5.7,7.66,0.23,0.26,0.122922001,9.394111888,3.328757663,2.865337338,6.991868749,2.211360993,8019.030414,9921.343406
3865.63,2.4,68.62,120.67,4441.78,2525.8,0.26,5.6,5.68,7.64,0.22,0.26,0.124265995,9.263813705,3.1843211,2.724538306,6.869502449,2.221314315,7915.023078,9817.397586
3865.75,2.38,68.9,120.6,4423.73,2527.46,0.26,5.55,5.62,7.58,0.22,0.26,0.124499998,9.135159394,3.098052554,2.643383104,6.759856074,2.206628587,7871.249755,9773.685779
3865.88,2.36,68.32,121,4461.29,2519.08,0.27,5.51,5.59,7.51,0.22,0.26,0.124139996,9.176658219,3.216457853,2.762759329,6.820264977,2.174520258,7982.441136,9884.938675
3866,2.35,67.68,122.38,4503.58,2490.53,0.28,5.41,5.51,7.39,0.23,0.27,0.123235998,9.247215805,3.421541264,2.968952665,6.90603366,2.112021107,8178.874362,10081.43342
3866.13,2.35,67.99,124.6,4483.25,2446.23,0.29,5.25,5.37,7.24,0.24,0.27,0.121527996,9.193012206,3.510971832,3.062281252,6.849677091,2.039285908,8314.759569,10217.38014
3866.25,2.35,68.67,125.84,4438.76,2422.08,0.29,5.15,5.26,7.13,0.24,0.27,0.119196005,9.053960751,3.454512092,3.011170674,6.711531028,1.99836236,8327.568573,10230.25066
3866.38,2.34,68.7,125.58,4436.9,2427.08,0.29,5.14,5.25,7.12,0.24,0.27,0.114854002,9.013665489,3.419178242,2.977518277,6.680218174,1.998937725,8304.646561,10207.39016
3866.5,2.32,68.05,124.4,4479.18,2450.18,0.29,5.2,5.31,7.16,0.24,0.27,0.105550003,9.063338634,3.440873187,2.998105448,6.749908519,2.019743253,8292.650238,10195.45536
3866.63,2.29,67.51,123.29,4514.79,2472.23,0.29,5.22,5.34,7.16,0.24,0.27,0.095118008,9.060087199,3.433499405,2.991772252,6.774881535,2.031445699,8272.590663,10175.4573
3866.75,2.29,67.4,123.04,4522.36,2477.32,0.29,5.25,5.37,7.19,0.24,0.27,0.084710007,9.086681881,3.440957189,2.998083435,6.800568529,2.040705354,8267.009844,10169.93799
3866.88,2.31,67.44,123.25,4519.61,2472.94,0.29,5.27,5.39,7.22,0.24,0.27,0.077165999,9.141833544,3.471173847,3.025697074,6.839727225,2.047684239,8279.237449,10182.22711
3867,2.33,67.54,122.98,4513.19,2478.37,0.28,5.32,5.44,7.29,0.24,0.27,0.074126,9.189674494,3.459173509,3.010692861,6.870536574,2.071839496,8246.564661,10149.61584
3867.13,2.33,67.61,122.51,4507.88,2488,0.28,5.37,5.48,7.34,0.24,0.27,0.076030002,9.205155305,3.422729875,2.972611198,6.877980893,2.095149903,8199.318431,10102.43113
3867.25,2.33,67.37,123.03,4524.13,2477.51,0.29,5.34,5.46,7.32,0.24,0.27,0.083702002,9.254624801,3.507275751,3.056308359,6.927639736,2.077527435,8270.594301,10173.76851
3867.38,2.34,66.97,123.8,4551.28,2461.98,0.29,5.31,5.45,7.28,0.25,0.28,0.094278002,9.345625924,3.645168918,3.192156686,7.017065665,2.053312663,8379.452104,10282.68783
3867.5,2.35,67,123.31,4549.37,2471.8,0.29,5.37,5.5,7.36,0.24,0.28,0.105958004,9.387752433,3.62509327,3.169426657,7.047191418,2.080367677,8338.853211,10242.15046
3867.63,2.35,67.55,121.78,4512.09,2502.79,0.28,5.45,5.56,7.44,0.23,0.27,0.116878004,9.277230738,3.407625145,2.953263898,6.935138616,2.133777451,8150.165987,10053.52475
3867.75,2.34,67.94,121.12,4486.47,2516.46,0.27,5.47,5.56,7.46,0.23,0.26,0.125109997,9.175414238,3.274564198,2.8226714,6.839082327,2.151627489,8046.756044,9950.17632
3867.88,2.34,68.26,120.83,4465.52,2522.63,0.27,5.46,5.54,7.44,0.22,0.26,0.129286003,9.084558293,3.180468496,2.73130298,6.755111408,2.155728046,7980.644355,9884.126146
3868,2.33,68.98,119.64,4418.88,2547.73,0.25,5.49,5.55,7.48,0.21,0.25,0.130192003,8.928789583,2.949648232,2.503158182,6.603390207,2.195071443,7781.198406,9684.741713
3868.13,2.33,69.34,118.38,4395.64,2574.82,0.24,5.55,5.59,7.54,0.2,0.24,0.128168001,8.847942192,2.78397943,2.337339658,6.525705453,2.239128911,7616.228451,9519.833274
3868.25,2.34,68.62,118.15,4442.04,2579.8,0.25,5.62,5.68,7.62,0.21,0.25,0.123992004,9.025280018,2.918134427,2.465129931,6.692821505,2.257445017,7696.7279,9600.394238
3868.38,2.34,67.16,118.41,4538.55,2574.21,0.26,5.69,5.78,7.68,0.22,0.26,0.118879995,9.338502766,3.2375845,2.775923949,7.001751025,2.252482335,7919.450082,9823.177936
3868.5,2.35,66.01,118.6,4617.52,2570.04,0.28,5.73,5.85,7.73,0.23,0.27,0.112751999,9.590696024,3.49895972,3.030469781,7.253734176,2.247104651,8088.278903,9992.068273
3868.63,2.35,65.88,118.83,4626.38,2564.93,0.28,5.73,5.85,7.73,0.23,0.27,0.104890003,9.634679645,3.550198776,3.080604789,7.294000316,2.241989475,8124.653987,10028.50487
3868.75,2.35,66.06,119.24,4613.74,2556.28,0.28,5.7,5.82,7.7,0.23,0.27,0.095201998,9.607513038,3.545095199,3.076769565,7.263464389,2.229735713,8134.781633,10038.69403
3868.88,2.38,66.27,119.29,4599.15,2555.12,0.28,5.75,5.87,7.78,0.23,0.27,0.084714003,9.671831498,3.543837557,3.071530276,7.300466043,2.2532973,8112.391566,10016.36548
3869,2.4,66.77,118.61,4565.15,2569.66,0.27,5.84,5.94,7.88,0.23,0.26,0.075570002,9.657551564,3.419090664,2.94389949,7.262447656,2.301041688,7991.093786,9895.129219
3869.13,2.41,67.39,117.79,4523.17,2587.58,0.26,5.89,5.97,7.95,0.22,0.26,0.074913998,9.568935236,3.238154549,2.762663782,7.162143326,2.343944287,7836.129221,9740.22617
3869.25,2.42,67.48,117.27,4516.81,2599.07,0.25,5.93,6,7.99,0.21,0.25,0.086132002,9.560784095,3.181066124,2.70426866,7.150918866,2.367739383,7776.5883,9680.746765
3869.38,2.41,67.04,116.88,4546.32,2607.8,0.25,5.98,6.06,8.04,0.21,0.26,0.104011993,9.646075338,3.24034776,2.760378071,7.23864361,2.38170635,7801.897479,9706.117459
3869.5,2.4,66.55,116.56,4580.33,2615,0.26,5.99,6.08,8.04,0.22,0.26,0.124643993,9.697517071,3.303257452,2.822304851,7.304743946,2.380976603,7841.907764,9746.18926
3869.63,2.39,66.07,116.28,4613.01,2621.15,0.26,6.02,6.11,8.06,0.22,0.26,0.145419998,9.768582034,3.373702827,2.890832521,7.384647134,2.384221277,7882.492555,9786.835567
3869.75,2.38,65.79,116.03,4632.68,2626.97,0.26,6.03,6.13,8.07,0.22,0.26,0.159884005,9.802338288,3.405452977,2.921633338,7.425989341,2.387813089,7898.315921,9802.720449
3869.88,2.38,66.2,116.37,4604.56,2619.16,0.26,5.97,6.07,8,0.22,0.26,0.162509995,9.69293138,3.337220317,2.857725113,7.320715888,2.368646821,7874.270944,9778.736987
3870,2.38,67.11,117.65,4541.69,2590.83,0.26,5.83,5.91,7.86,0.22,0.26,0.156729994,9.487804775,3.237453088,2.766910786,7.116197145,2.315738688,7862.322386,9766.849945
3870.13,2.38,67.92,118.95,4487.76,2562.47,0.26,5.69,5.77,7.72,0.22,0.26,0.144701996,9.308654883,3.165386379,2.703016173,6.939411475,2.262466805,7868.096946,9772.68602
3870.25,2.39,68.26,119.77,4465.37,2544.88,0.26,5.65,5.73,7.68,0.22,0.26,0.127309999,9.290292663,3.174880331,2.713619057,6.907971412,2.243720088,7894.516915,9799.167506
3870.38,2.4,68.03,119.72,4480.69,2545.96,0.26,5.69,5.77,7.72,0.22,0.26,0.109806004,9.368975089,3.229301027,2.76502914,6.978738333,2.253146283,7921.536797,9826.248903
3870.5,2.42,67.56,119.11,4511.48,2558.98,0.26,5.8,5.89,7.86,0.22,0.26,0.097276001,9.551869086,3.309739251,2.837215986,7.139946201,2.29716423,7931.005843,9835.779465
3870.63,2.44,67.01,119.54,4548.81,2549.77,0.27,5.85,5.96,7.93,0.23,0.26,0.089132004,9.761950662,3.493370849,3.013824345,7.327637228,2.30234244,8041.415284,9946.250422
3870.75,2.45,66.62,120.94,4575.27,2520.21,0.28,5.78,5.91,7.86,0.24,0.27,0.086063995,9.875153683,3.693913181,3.213011855,7.434406242,2.255727324,8206.916947,10111.8136
3870.88,2.46,67.29,122.7,4529.72,2484.06,0.29,5.65,5.78,7.73,0.24,0.27,0.090039997,9.760516647,3.687112717,3.211437013,7.310928438,2.198633301,8263.229355,10168.18752
3871,2.45,68.94,124.56,4421.07,2446.92,0.28,5.44,5.54,7.51,0.23,0.27,0.095640001,9.380016535,3.458513543,2.997083397,6.938884197,2.125569744,8205.425241,10110.44493
3871.13,2.42,70.48,126.84,4324.59,2402.96,0.28,5.17,5.25,7.21,0.23,0.27,0.099452,8.964108691,3.267364871,2.822977767,6.555234068,2.023909231,8195.554408,10100.63561
3871.25,2.38,71.92,129.5,4238.3,2353.61,0.28,4.89,4.97,6.89,0.23,0.26,0.101683998,8.583615529,3.128190581,2.699590443,6.210224571,1.915115055,8227.91365,10133.05637
3871.38,2.37,73.24,131.55,4161.88,2316.96,0.28,4.7,4.77,6.69,0.23,0.26,0.102284002,8.305699324,3.003752422,2.585822833,5.950619947,1.844243384,8226.959612,10132.16384
3871.5,2.38,73.92,131.63,4123.39,2315.53,0.27,4.71,4.76,6.71,0.22,0.26,0.100939999,8.252869618,2.917499655,2.50040264,5.882988551,1.855198162,8151.857737,10057.12348
3871.63,2.42,73.83,129.96,4128.19,2345.32,0.26,4.87,4.92,6.91,0.22,0.25,0.097379999,8.388164806,2.8756921,2.451517957,5.983224541,1.931172507,8031.119208,9936.446472
3871.75,2.44,72.99,128.33,4176.14,2375.18,0.26,5.04,5.09,7.1,0.22,0.25,0.093928003,8.604569645,2.943456028,2.510026425,6.176159183,1.997850986,8005.056072,9910.444852
3871.88,2.46,71.06,126.74,4289.21,2404.94,0.27,5.24,5.31,7.31,0.23,0.26,0.09052,9.002984321,3.205105217,2.756774951,6.555152775,2.060812026,8117.258503,10022.7088
3872,2.46,68.49,123.8,4449.99,2462,0.28,5.54,5.64,7.62,0.23,0.27,0.086974001,9.525350137,3.517204271,3.049521058,7.070178559,2.164154482,8202.763222,10108.27503
3872.13,2.45,66.38,120.32,4591.6,2533.27,0.28,5.85,5.98,7.93,0.24,0.27,0.082989998,9.948181175,3.707788353,3.223360929,7.50285053,2.283824344,8189.545913,10095.11924
3872.25,2.45,64.96,117.59,4691.86,2592.04,0.28,6.13,6.27,8.21,0.24,0.27,0.078285999,10.28005289,3.82554084,3.326384171,7.837268578,2.391986386,8148.759664,10054.39451
3872.38,2.44,64.29,116.13,4741.26,2624.53,0.28,6.24,6.39,8.32,0.24,0.27,0.072874002,10.39246293,3.851594745,3.347004391,7.964036404,2.440340495,8116.043021,10021.73938
3872.5,2.44,63.91,115.88,4769.12,2630.38,0.28,6.29,6.45,8.37,0.24,0.27,0.06777,10.49765173,3.927392385,3.419076578,8.067800907,2.454235436,8144.230407,10049.98828
3872.63,2.45,63.33,115.94,4813.14,2628.83,0.29,6.32,6.5,8.41,0.24,0.28,0.064295998,10.66630805,4.08826904,3.575250202,8.234246929,2.456367381,8226.813389,10132.63278
3872.75,2.45,62.94,115.77,4843.03,2632.75,0.29,6.37,6.55,8.45,0.25,0.28,0.06408,10.78001522,4.17955061,3.662856906,8.347054308,2.466710561,8263.709643,10169.59055
3872.88,2.46,62.67,115.05,4863.77,2649.24,0.29,6.47,6.66,8.57,0.24,0.28,0.065848002,10.90320092,4.209502768,3.686541112,8.459884023,2.50991805,8239.809023,10145.75144
3873,2.47,62.1,114.02,4908.28,2673.28,0.29,6.59,6.79,8.69,0.24,0.28,0.067111998,11.05965065,4.273839845,3.743838077,8.61892908,2.556708154,8229.044384,10135.04832
3873.13,2.48,61.64,113.45,4945.02,2686.63,0.29,6.7,6.91,8.81,0.25,0.28,0.067627997,11.24034421,4.371330394,3.833856652,8.790997001,2.594890908,8243.067097,10149.13255
3873.25,2.49,61.72,113.37,4938.43,2688.59,0.29,6.74,6.95,8.86,0.24,0.28,0.067379999,11.28543366,4.367421896,3.826988259,8.820654495,2.614406418,8225.559955,10131.68692
3873.38,2.52,62.1,113.52,4908.33,2684.96,0.29,6.77,6.97,8.92,0.24,0.28,0.06658,11.28852006,4.317796956,3.775252738,8.797324923,2.632446439,8188.37581,10094.56429
3873.5,2.55,62.07,113.93,4910.52,2675.34,0.29,6.83,7.03,9,0.24,0.28,0.068499999,11.44431056,4.419368757,3.870838405,8.920646645,2.647891276,8226.505245,10132.75525
3873.63,2.56,62.24,114.42,4897.4,2663.9,0.29,6.8,7.01,8.98,0.25,0.28,0.071812,11.44701784,4.436062105,3.887850668,8.911324505,2.636617936,8245.479756,10151.79127
3873.75,2.55,63.17,115.25,4824.73,2644.59,0.29,6.66,6.84,8.83,0.24,0.28,0.075692,11.15529347,4.240459458,3.702912394,8.621805177,2.590406766,8191.906685,10098.27972
3873.88,2.55,63.94,116.72,4767.04,2611.3,0.29,6.48,6.65,8.64,0.24,0.28,0.079433999,10.92841343,4.156536909,3.629420363,8.397068684,2.519662254,8213.885683,10120.32023
3874,2.52,64.34,119.17,4737.17,2557.68,0.29,6.2,6.38,8.34,0.25,0.28,0.082449999,10.72322785,4.214864343,3.700786288,8.214027874,2.394471936,8359.213932,10265.71
3874.13,2.49,65.93,122.6,4622.92,2486.11,0.3,5.79,5.96,7.9,0.25,0.28,0.083954,10.20565775,4.038358768,3.546792389,7.723368362,2.233656332,8428.248904,10334.80648
3874.25,2.47,68.93,126.49,4421.66,2409.7,0.29,5.37,5.49,7.46,0.24,0.27,0.085056,9.489211963,3.629968463,3.164805085,7.020143864,2.084978012,8361.915606,10268.5347
3874.38,2.42,72.93,130.75,4179.13,2331.13,0.27,4.87,4.93,6.9,0.23,0.26,0.085976,8.550045613,3.077980987,2.648465435,6.139395068,1.910235441,8208.325331,10115.00594
3874.5,2.38,76.82,135.18,3967.79,2254.74,0.26,4.43,4.46,6.42,0.22,0.25,0.085855999,7.786390517,2.659918313,2.259372196,5.433648922,1.75464262,8085.227165,9991.969291
